,name,address,kurtosis_oxygen,pregnant,education-num,relationship,skewness_glucose,mean_glucose,std_oxygen,capital-gain,skewness_oxygen,kurtosis_glucose,personal_info,education,fnlwgt,class,std_glucose,income,mean_oxygen,hours-per-week,capital-loss
606,Stanley Orndorff,"836 Donna Vista Suite 550
Mikestad, NE 27413",11.4825735,F,9.0, Husband,0.15178375800000002,124.46875,20.09880962,0.0,130.5078893,0.028844727,"Other-service|England
Married-civ-spouse -- Private|Black", HS-grad,108426.0,0.0,4477.4772729999995, <=50K,1.745819398,48.0,0.0
607,Jason Lloyd,"0646 Adam Grove
New Jennifershire, NH 95027",3.229605592,f,9.0, Unmarried,3.038829789,78.375,49.78178382,0.0,9.804832999,1.571888685,"Adm-clerical|United-States
Divorced -- Local-gov|Black", HS-grad,118909.0,1.0,44.91554575, <=50K,16.47575251,35.0,0.0
608,Michael Larson,"79264 Harris Lane
Garciamouth, CT 08890",7.543554492,f,9.0, Husband,-0.141560672,126.3046875,24.89020088,0.0,59.21827245,0.126113537,"Craft_repair|United-States
Married-civ-spouse -- Private|White", HS-grad,188432.0,0.0,51.6601815, <=50K,3.697324415,40.0,0.0
609,Randall Darby,"69954 Adams Turnpike Suite 614
North Kevin, AK 27926",14.951394400000002,f,8.0, Own-child,0.48566421299999996,87.1484375,10.99525007,0.0,282.3787918999999,0.443514046,"Prof-specialty|United-States
Never-married -- Private|White", 12th,126771.0,0.0,44.74442875, <=50K,1.225752508,7.0,0.0
610,Michael Salvador,"USNV Gomez
FPO AA 51730",6.998795853,f,9.0, Husband,1.1246530240000001,92.4140625,23.94346387,0.0,53.32222224,0.716013441,"Exec-managerial|United-States
Married-civ-spouse -- Self-emp-inc|White", HS-grad,37869.0,0.0,48.54307484, <=50K,3.9740802680000002,50.0,0.0
611,Thomas Sanchez,"08508 Fernandez Flat Apt. 002
West Andrea, HI 05208",2.2292447280000003,f,, Other-relative,17.38148313,50.9296875,,0.0,4.419700221,3.6477399239999997,"Prof-specialty|United-States
Never-married -- Private|White", Prof-school,221915.0,1.0,, <=50K,,,0.0
612,Jacob Anderson,"8115 Ross Ville Suite 720
New Natalieview, OH 83809",9.072424907,f,8.0, Husband,0.9987162759999999,91.2734375,20.88859655,0.0,86.2698587,0.730329282,"Transport-moving|United-States
Married-civ-spouse -- Self-emp-not-inc|White", 12th,106742.0,0.0,47.59246179, <=50K,2.54264214,75.0,0.0
613,John Tice,"066 Stevenson Circle Suite 094
Courtneystad, FL 01598",4.401306006,f,9.0, Husband,24.17757305,47.5546875,41.48639458,0.0,19.3159248,4.121611176,"Craft-repair|?
Married-civ-spouse -- Private|White", HS-grad,185407.0,1.0,29.93477508, <=50K,10.80100334,40.0,0.0
614,Russell Darrough,"54473 Chelsea Drive Suite 878
Port Melissa, OH 45814",7.7602642410000024,f,9.0, Wife,3.899848035,86.359375,25.13569435,0.0,62.73552247,1.1877337940000001,"Adm-clerical|United-States
Married-civ-spouse -- Private|White", HS-grad,126708.0,1.0,35.97432556, <=50K,3.6697324410000003,60.0,0.0
615,Thomas Humphries,"18555 Johnson Springs
South Lonnieville, WA 36485",-0.933087708,FALSE,15.0, Not-in-family,0.8806098790000001,90.5703125,73.97177722,0.0,-0.37153158299999994,1.238811579,"Prof-specialty|United-States
Never-married -- Private|White", Prof-school,212640.0,1.0,54.4532029, <=50K,152.41973240000004,85.0,0.0
616,John Dempsey,"USNV Munoz
FPO AP 20408",8.410846316,f,9.0, Not-in-family,0.509705808,111.9375,16.02419675,0.0,88.3133058,0.141726406,"Craft-repair|United-States
Never-married -- Private|White", HS-grad,102632.0,0.0,45.93843536, <=50K,2.601170569,41.0,0.0
617,Keith Davis,"Unit 2908 Box 3252
DPO AA 83422",9.665195056,f,5.0, Other-relative,-0.13738477,144.5859375,19.54473687,0.0,95.80231242,-0.118616815,"Sales|Mexico
Never-married -- Private|Other", 9th,220562.0,0.0,46.37879488, <=50K,2.147157191,32.0,0.0
618,Robert Roesler,"2486 Robert Parkways
Hurleyville, IA 04115",16.3641774,f,9.0, Husband,0.345916701,124.96875,10.89588568,0.0,312.1507963,0.196337517,"Craft-repair|United-States
Married-civ-spouse -- Self-emp-not-inc|White", HS-grad,57101.0,0.0,-4658.475768, <=50K,0.8511705690000001,35.0,0.0
619,James Cupp,"753 Barbara Prairie Suite 238
North Molly, OR 35264",17.39021873,f,9.0, Other-relative,-0.34169909200000004,122.09375,10.72683661,0.0,339.0620875,0.22269500600000008,"Handlers-cleaners|Jamaica
Never-married -- Private|White", HS-grad,265148.0,0.0,53.760673, <=50K,0.72993311,38.0,0.0
620,Andrew Erickson,"USNV Smith
FPO AE 80235",5.364287259,f,9.0, Other-relative,-0.205170821,128.7421875,32.05827821,0.0,28.20836592,0.016531052,"Machine-op-inspct|United-States
Never-married -- Private|Black", HS-grad,291248.0,0.0,51.44433370000001, <=50K,6.150501672000001,40.0,0.0
621,Francisco Flores,"458 Cochran Corner
East Allen, AZ 69883",11.37724274,FALSE,11.0, Own-child,-0.364311461,123.0859375,14.44039424,0.0,162.7030504,0.028715273,"Farming-fishing|United-States
Never-married -- Self-emp-not-inc|White", Assoc-voc,34307.0,0.0,54.23963428, <=50K,2.168896321,65.0,0.0
622,Adam Duncan,"99550 Abigail View Suite 214
South Angelafort, WY 56498",2.9617623319999997,f,9.0, Husband,0.021653915,108.421875,55.63129881,0.0,7.24521251,0.152909944,"Machine-op-inspct|United-States
Married-civ-spouse -- Private|White", HS-grad,175526.0,0.0,48.02483234, <=50K,17.90551839,40.0,0.0
623,Roy Underwood,"2022 Maria Island Suite 774
New Mark, WV 81897",0.395047131,f,3.0, Unmarried,0.286938575,119.5703125,86.49297696,0.0,-1.661646287,0.373986683,"Other-service|Haiti
Married-spouse-absent -- Private|Black", 5th-6th,217718.0,0.0,46.57481944, <=50K,75.39548495,30.0,0.0
624,William Phillips,"39168 Ward Views Suite 370
Pamelaport, TX 79741",13.37272802,f,13.0, Not-in-family,0.551805051,116.6953125,11.60096261,0.0,232.95410730000003,0.192451012,"Adm_clerical|United-States
Never-married -- Local-gov|White", Bachelors,31873.0,0.0,46.381663700000004, <=50K,1.4155518390000001,40.0,0.0
625,James Menzies,"455 Amber Freeway
West Timothyland, RI 32037",16.85345219,f,8.0, Own-child,-0.18830460699999998,105.1796875,11.53086828,0.0,311.7568607,0.228270695,"Adm_clerical|United-States
Never-married -- Private|White", 12th,331552.0,0.0,48.06204219, <=50K,0.8561872909999999,30.0,0.0
626,Geoffrey Quan,"2155 Christine Stream
Tamarashire, PA 24488",21.4006961,f,9.0, Not-in-family,-0.176512088,111.5546875,10.23265542,0.0,479.74375939999993,0.390190794,"Other-service|United-States
Separated -- Private|White", HS-grad,164332.0,0.0,52.48077157, <=50K,0.530936455,16.0,0.0
627,Mark Knight,"17886 Stewart Pine Apt. 555
Evansstad, MI 92742",-0.217793231,f,10.0, Husband,-0.325157953,124.7109375,94.28209622,0.0,-1.780787607,-0.07056585,"Transport-moving|United-States
Married-civ-spouse -- State-gov|White", Some-college,423561.0,0.0,47.27696855, <=50K,111.006689,40.0,0.0
628,Jason Marvel,"7400 Lisa Trace Suite 346
Ricetown, FL 35100",3.1095002469999997,f,12.0, Not-in-family,0.056298891,97.765625,46.96505663,0.0,8.689941472000001,0.54992549,"Exec-managerial|United-States
Never-married -- Federal-gov|White", Assoc-acdm,359808.0,1.0,50.08874692, <=50K,15.50334448,40.0,0.0
629,Jesse Maria,"7862 Morales Inlet Suite 744
South Maria, OK 25279",1.760260947,f,9.0, Not-in-family,36.46387281,29.6875,71.53276566,0.0,1.856991506,5.489499161,"Machine_op_inspct|United-States
Never-married -- Private|White", HS-grad,169047.0,1.0,-2896.839603, <=50K,39.9138796,10.0,0.0
630,Raymond Lane,"PSC 9871, Box 8495
APO AE 57216",7.672233028,f,9.0, Not-in-family,1.083553083,102.1015625,17.76996684,0.0,70.1696349,0.368438795,"Sales|United-States
Separated -- Self-emp-not-inc|White", HS-grad,170108.0,0.0,40.94829816, <=50K,2.995819398,50.0,0.0
631,Bobby Walker,"81423 Sylvia Way
Finleyview, MS 81487",11.46784631,f,5.0, Husband,-0.010111234,114.3984375,15.73364308,2580.0,149.0543645,-0.11733148800000001,"Craft-repair|United-States
Married-civ-spouse -- Private|White", 9th,326199.0,0.0,48.02430046, <=50K,1.700668896,40.0,0.0
632,Billy Millerbernd,"46647 Joy Islands Suite 305
East Rachelburgh, NV 76155",11.85657133,f,14.0, Husband,-0.293811971,124.6640625,13.68451006,15024.0,170.9244113,0.050878103,"Sales|United-States
Married-civ-spouse -- Federal-gov|White", Masters,425161.0,0.0,5267.015244, >50K,1.689799331,40.0,0.0
633,Anthony Kruger,"24029 White Tunnel
Shannonton, KS 80428",8.239717667,f,9.0, Husband,-0.084598609,109.25,17.11155298,0.0,84.44119949,0.195896945,"Craft_repair|United-States
Married-civ-spouse -- Federal-gov|White", HS-grad,382859.0,0.0,49.82547667, >50K,3.155518395,40.0,0.0
634,Michael Kennedy,"07750 Cody Heights Apt. 155
Bellside, ME 13593",5.311122881,f,12.0, Unmarried,2.509435254,96.6875,31.07518360000001,0.0,28.35052919,0.688368812,"Adm-clerical|Jamaica
Never-married -- Private|Black", Assoc-acdm,118909.0,1.0,38.94181357, <=50K,6.176421405,40.0,0.0
635,Andrew Armitage,"9551 Caldwell Path Suite 481
Ramirezhaven, MN 11978",19.83776014,f,12.0, Husband,-0.19275342399999998,126.1015625,9.776808016,7298.0,452.25971960000004,-0.09315534199999999,"Other-service|United-States
Married-civ-spouse -- Federal-gov|White", Assoc-acdm,291096.0,0.0,51.23549183, >50K,0.673913043,40.0,0.0
636,Rocky Goldberg,"4724 Castro Crest
New Sue, UT 59990",-0.461862745,f,9.0, Not-in-family,10.29571775,59.828125,82.11909898,0.0,-0.940914998,3.10892124,"?|United-States
Widowed -- ?|White", HS-grad,163595.0,1.0,43.63325663, <=50K,135.60618730000002,20.0,0.0
637,Thomas Hernandez,"3197 Ashley Street
North Brandon, WA 90798",11.13053507,F,, Husband,-0.48700865200000004,122.2578125,18.76317172,0.0,127.9593499,0.035583595,"?|?
Married-civ-spouse -- ?|White", HS-grad,647882.0,0.0,49.81234255, <=50K,1.821070234,40.0,0.0
638,Jason Nicholson,"68224 Michele Spurs Apt. 074
Autumnmouth, MI 43266",6.441222184,t,13.0, Husband,0.318661081,105.9296875,24.95603873,0.0,43.09358144,0.423897835,"Tech-support|United-States
Married-civ-spouse -- Private|White", Bachelors,112497.0,0.0,46.70672857, <=50K,4.1279264210000015,40.0,0.0
639,Gerald Dyas,"792 Megan Courts Suite 042
East Karen, NM 38403",19.99435208,f,9.0, Husband,1.009822367,101.375,9.284064073,0.0,491.36684060000016,0.6900279770000001,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,129956.0,0.0,45.35932925, >50K,0.7224080270000001,48.0,0.0
640,Paul Gallagher,"903 Matthew Trafficway
Josephport, AZ 97422",1.833787993,f,9.0, Husband,0.771035522,91.2265625,69.81180971,0.0,2.043154924,0.9687550970000001,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,274964.0,1.0,55.54210324, <=50K,35.82357860000001,38.0,0.0
641,Gary Adkins,"USNV Foley
FPO AE 84775",3.8694697,f,13.0, Husband,17.86016367,54.0078125,39.49133944,0.0,16.11623097,3.164709793,"Sales|United-States
Married-civ-spouse -- Self-emp-inc|White", Bachelors,107909.0,1.0,30.03448437, >50K,13.08277592,40.0,0.0
642,Christopher Wakham,"88170 Timothy Pine Apt. 142
Gonzalezberg, NH 40098",5.7843746220000005,FALSE,5.0, Own-child,0.44799173200000003,119.53125,22.35790848,0.0,38.06441395,0.10658148199999999,"Farming-fishing|United-States
Never-married -- Private|White", 9th,221166.0,0.0,45.43641462, <=50K,4.587792642,40.0,0.0
643,David Sanders,"4780 Joseph Mount
Jonesshire, RI 87231",6.99641288,f,9.0, Unmarried,-0.015972393,151.5078125,17.15962923,0.0,62.01405358,-0.5066496979999999,"Adm-clerical|United-States
Divorced -- Private|White", HS-grad,318255.0,0.0,51.91067991, <=50K,3.08361204,40.0,0.0
644,Jerry Torres,"3677 Rocha Mountain
Craigmouth, MD 23451",2.569968811,f,9.0, Wife,30.85170959,42.2734375,56.14698205,0.0,5.957913098,4.890232581,"Other-service|United-States
Married-civ-spouse -- Private|White", HS-grad,267891.0,1.0,28.70831621, <=50K,24.42558528,38.0,0.0
645,Steven Williams,"51544 Torres Extensions Apt. 910
Andrewsmouth, OK 02715",11.68206794,f,9.0, Not-in-family,0.25922918100000003,119.0546875,14.48604586,0.0,158.7660883,-0.036658122,"Other-service|United-States
Separated -- Private|White", HS-grad,205934.0,0.0,42.12913715, <=50K,1.5903010030000002,25.0,0.0
646,Bruce Moses,"7784 Parker Way Apt. 036
Smithmouth, KY 69942",5.662103534,f,13.0, Husband,0.40324295200000004,124.0390625,26.33443057,0.0,35.99633243,0.113198941,"Prof-specialty|United-States
Married-civ-spouse -- State-gov|White", Bachelors,327902.0,0.0,46.68133365, <=50K,5.68812709,55.0,0.0
647,James Ayala,"Unit 3230 Box 9523
DPO AA 55810",0.791076439,f,16.0, Not-in-family,37.23975995,24.2109375,71.44373868,0.0,-0.186095272,5.72382902,"Prof-specialty|China
Married-spouse-absent -- Private|Asian-Pac-Islander", Doctorate,196025.0,1.0,28.976728899999998, <=50K,87.57357859999998,60.0,0.0
648,William Brassard,"1999 Cox Gateway
West Christine, NY 40448",8.081578044,f,10.0, Not-in-family,0.902152087,120.859375,18.46511935,0.0,77.06214109,0.42583947899999997,"Exec_managerial|United-States
Separated -- Private|White", Some-college,186982.0,0.0,42.47733483, >50K,3.0301003339999997,45.0,0.0
649,David Williams,"348 David Hills Apt. 602
Mercerburgh, NM 29934",11.11115085,FALSE,10.0, Own-child,0.277362477,111.3828125,14.34180105,0.0,152.78247380000005,0.34448055299999997,"Craft-repair|United-States
Married-spouse-absent -- Self-emp-not-inc|White", Some-college,176185.0,0.0,46.23464628, >50K,2.100334448,60.0,0.0
650,Howard Barr,"0263 Cynthia Mountain Suite 024
Stevensborough, WV 67940",11.62526202,f,9.0, Not-in-family,0.428956803,103.4453125,13.44810481,0.0,160.4455368,0.198931711,"Adm-clerical|United-States
Divorced -- Private|White", HS-grad,321770.0,0.0,49.14023437, <=50K,1.43812709,40.0,0.0
651,Andy Padilla,"712 Roy Gardens
Smithside, NY 57226",7.669262971,f,12.0, Husband,0.984387061,122.4765625,24.14042251,0.0,61.49419834,0.284662637,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Assoc-acdm,63509.0,0.0,41.54947443, >50K,3.4289297660000004,48.0,0.0
652,Kenneth Smith,"0731 Kimberly Extension
Morganmouth, GA 50117",1.0382197359999998,f,9.0, Husband,41.00497636,15.4609375,70.27851209,0.0,0.12254432900000001,6.24443227,"Tech-support|United-States
Married-civ-spouse -- Private|White", HS-grad,50178.0,1.0,29.64659085, >50K,57.35785953,40.0,0.0
653,Jonathan Brunet,"09022 Kayla Crossing Suite 116
Clarkport, TN 02331",22.08963805,f,9.0, Other-relative,0.021992596,126.3671875,8.81823759,0.0,590.2587782,-0.10056235699999999,"Sales|?
Never-married -- Self-emp-inc|White", HS-grad,129525.0,0.0,44.96906421, <=50K,0.683946488,40.0,0.0
654,Jerome Simmons,"Unit 0642 Box 8031
DPO AA 50341",5.522343384,f,10.0, Not-in-family,0.502889559,136.9453125,27.16463123,0.0,32.09849129,-0.07699154,"Sales|United-States
Never-married -- Private|White", Some-college,313702.0,0.0,45.93087683, <=50K,5.5058528429999996,40.0,0.0
655,Winford Shinabery,"8439 Rebecca Lane Apt. 283
Port Xavier, SD 44901",8.741076439,f,9.0, Husband,0.8374895520000001,103.3515625,14.43733712,0.0,103.4999937,0.557997913,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,161964.0,0.0,44.14793842, <=50K,2.43729097,55.0,0.0
656,William Hill,"Unit 2932 Box 6646
DPO AE 12426",8.978635517999999,f,4.0, Husband,0.20886192899999997,116.1640625,17.64076607,0.0,89.33042412,0.22598746,"Transport_moving|United-States
Married-civ-spouse -- Private|White", 7th-8th,129338.0,0.0,45.18793695, <=50K,2.280100334,10.0,0.0
657,Larry Habegger,"PSC 6812, Box 4482
APO AA 19202",11.45828163,f,9.0, Husband,0.440448251,117.625,12.32519621,0.0,176.9196014,0.11146594800000001,"?|United-States
Married-civ-spouse -- ?|White", HS-grad,176897.0,0.0,41.63982469, <=50K,1.716555184,60.0,0.0
658,Tyler Brace,"9426 Sergio Rest Suite 404
Port Michael, VT 19461",8.826905692,f,9.0, Own-child,-0.098337696,114.421875,14.629269099999998,0.0,102.7848295,0.084368555,"Adm-clerical|United-States
Never-married -- Private|White", HS-grad,187052.0,0.0,49.41353075, <=50K,2.397993311,40.0,0.0
659,Dennis Turner,"7823 Hernandez Key Apt. 879
North Ian, LA 97244",12.19876901,F,9.0, Husband,2.156588095,91.265625,12.84516226,0.0,189.7888225,0.87876697,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,158291.0,0.0,37.07709122, >50K,1.722408027,50.0,0.0
660,Lorenzo Larson,"09214 Tracy Lodge
Port Justin, MD 62772",5.246926172,f,10.0, Husband,1.9476634830000001,111.9921875,31.17891232,0.0,28.60530879,0.277084152,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", Some-college,188041.0,0.0,34.71254638, <=50K,6.819397993,50.0,0.0
661,Jeffrey Gibson,"54160 Contreras Lake
Port Jamesview, PA 37178",0.067914638,f,10.0, Not-in-family,13.77286958,45.609375,72.76456821,0.0,-0.82641302,3.6469046560000002,"Adm-clerical|United-States
Never-married -- Private|White", Some-college,211028.0,1.0,39.13682616, <=50K,127.9431438,40.0,0.0
662,Albert Springer,"90776 Donald Crossroad Apt. 942
Elizabethport, OH 27879",10.30376443,f,6.0, Not-in-family,0.023638,123.140625,13.73678966,0.0,141.1183268,-0.023037746,"Craft-repair|United-States
Married-spouse-absent -- Private|White", 10th,202872.0,0.0,49.76471742, <=50K,2.045986622,40.0,0.0
663,Billy Pitts,"7832 Michele Meadow Apt. 996
East Lance, KY 96806",1.8900202819999998,f,10.0, Not-in-family,24.48669060000001,35.15625,62.57739528,0.0,2.57213265,4.20347482,"Adm-clerical|United-States
Never-married -- Private|White", Some-college,188236.0,1.0,30.237713800000005, <=50K,34.10117057,40.0,0.0
664,James Moore,"552 Ellis Lodge
Brookshaven, GA 30774",-0.300457387,f,10.0, Not-in-family,-0.9363921609999999,126.0,91.53156964,0.0,-1.607770277,-0.14200562,"Other-service|United-States
Never-married -- Private|White", Some-college,101192.0,0.0,6649.471314, <=50K,118.32357859999999,40.0,0.0
665,John Kosiba,"USS Soto
FPO AA 42341",4.102510133,f,11.0, Husband,-0.175304772,113.171875,30.50870855,0.0,16.47126972,0.232240367,"Craft_repair|United-States
Married-civ-spouse -- Private|Asian-Pac-Islander", Assoc-voc,84587.0,0.0,54.55173997, >50K,7.610367892999999,40.0,0.0
666,Steven Gipson,"59592 Johnson Skyway Suite 524
Montoyaburgh, KY 67986",10.00420078,f,10.0, Not-in-family,-0.444070171,125.765625,14.49491023,0.0,124.95575359999998,0.149668411,"Prof-specialty|United-States
Never-married -- State-gov|White", Some-college,258490.0,0.0,55.84359917, <=50K,2.275083612,20.0,0.0
667,Sylvester Huber,"60726 Kristen Lakes
West Loriberg, AZ 33649",4.888889599,FALSE,9.0, Not-in-family,8.131774734,76.5234375,36.657363000000004,0.0,23.67535368,2.024270196,"?|United-States
Widowed -- ?|White", HS-grad,128529.0,1.0,34.08719629, <=50K,7.983277592,20.0,0.0
668,William Smith,"045 Johnson Mountain Suite 137
Courtneyland, WY 83820",-2.077251034,f,7.0, Not-in-family,-0.10630221699999999,112.0859375,56.24569231,0.0,3.661724553,0.118879921,"Machine-op-inspct|United-States
Never-married -- Private|White", 11th,38619.0,0.0,4861.552404, <=50K,172.1730769,10.0,0.0
669,Ernest Barton,"5873 Cheryl Roads Suite 323
Jonathanview, FL 77079",10.72950087,f,12.0, Husband,-0.229723813,129.2109375,14.81174174,7298.0,136.6400324,0.014687015,"Craft_repair|United-States
Married-civ-spouse -- Private|White", Assoc-acdm,159008.0,0.0,49.13480378, >50K,1.860367893,20.0,0.0
670,Scott Devine,"13640 King Way
Candacestad, CO 48501",12.92180413,f,13.0, Husband,0.5269106170000001,128.5390625,11.89919446,0.0,212.89009959999999,0.103719478,"Machine-op-inspct|United-States
Married-civ-spouse -- Private|Black", Bachelors,152159.0,0.0,46.69430211, <=50K,1.286789298,40.0,0.0
671,Freddie Rustin,"31986 Kathleen Fort Apt. 244
South Richardbury, HI 43911",2.45648463,f,13.0, Husband,31.05885068,33.2265625,57.7051843,0.0,5.328990924,5.296370877,"Farming-fishing|United-States
Married-civ-spouse -- Self-emp-not-inc|White", Bachelors,109413.0,1.0,30.45724843, <=50K,26.70568562,50.0,0.0
672,Roy Merino,"5255 Hartman Mountains
Lake Robinshire, NH 23828",7.803036545,f,16.0, Husband,-0.302281891,122.6640625,17.67374831,0.0,73.72592270000001,-0.001922855,"?|United-States
Married-civ-spouse -- ?|White", Doctorate,351402.0,0.0,50.71354561, <=50K,3.149665552,70.0,0.0
673,Joe Quinonez,"67780 Amy View Apt. 881
Robinfurt, MO 54536",11.76356092,f,9.0, Own-child,0.376293448,109.609375,16.08636358,0.0,150.6053622,0.27830447199999997,"Protective_serv|United-States
Never-married -- Private|Black", HS-grad,199070.0,0.0,43.57128397, <=50K,1.575250836,16.0,0.0
674,Sidney Fisher,"68964 Duncan Forge Apt. 360
Bethside, MA 78208",12.89573513,f,13.0, Not-in-family,-0.064924877,127.640625,12.99615149,0.0,190.8671041,0.227900346,"Adm-clerical|United-States
Never-married -- Private|White", Bachelors,242464.0,0.0,48.41741267, <=50K,1.215719064,40.0,0.0
675,Kyle Wright,"3782 Alison Ways Apt. 932
Vanessaville, DC 96882",9.651333824,f,9.0, Husband,0.552312013,141.5859375,20.19268547,0.0,100.122076,-0.168485742,"Transport-moving|Dominican-Republic
Married-civ-spouse -- Private|White", HS-grad,142682.0,0.0,42.68315815, <=50K,2.52090301,30.0,0.0
676,Ruben Dighton,"6700 Jonathan Port Suite 705
Mollyburgh, NH 84129",17.66222194,F,9.0, Own-child,0.184797225,120.7265625,11.79260254,0.0,329.5480159,0.34617807899999997,"Farming-fishing|United-States
Never-married -- Self-emp-not-inc|White", HS-grad,30244.0,0.0,50.47225643, <=50K,0.7692307690000001,80.0,0.0
677,David Gentges,"PSC 5702, Box 5122
APO AA 93629",6.934645838,f,14.0, Husband,-0.028878524,115.8046875,26.71140152,0.0,49.62594273,0.196824358,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", Masters,232672.0,0.0,-5065.092833, >50K,4.307692308,40.0,0.0
678,Robert Mitchell,"775 Hall Mountain Apt. 538
North Aaronmouth, TN 39929",14.89332465,f,9.0, Own-child,-0.33969223,104.3984375,15.16077951,0.0,227.30260090000002,0.448082802,"Craft-repair|United-States
Never-married -- Private|White", HS-grad,136866.0,0.0,-5491.5324, <=50K,1.123745819,45.0,0.0
679,Jackson Jimenez,"8161 Hopkins Locks
Taylorhaven, CA 01893",10.13976277,FALSE,13.0, Husband,0.904705127,101.3046875,13.79552819,0.0,133.4048845,0.364104474,"Sales|United-States
Married-civ-spouse -- Private|White", Bachelors,97521.0,0.0,-4476.8075709999985, >50K,2.109531773,50.0,0.0
680,Patrick Nelson,"34647 Bennett Junction Apt. 060
East James, GA 26278",13.77793617,f,6.0, Not-in-family,0.5502928420000001,99.0390625,13.33058248,2907.0,214.28112090000002,0.437809939,"Adm-clerical|United-States
Never-married -- Private|White", 10th,48718.0,0.0,44.89334624, <=50K,1.224916388,40.0,0.0
681,Andrew Fernandez,"2515 Powell Spurs Apt. 090
Lake Bryanport, GA 27203",1.7316064619999998,f,9.0, Husband,1.972204387,98.3984375,67.83758443,0.0,1.4873722759999999,1.06584827,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,205337.0,0.0,39.97681747, <=50K,34.44732441,40.0,0.0
682,James Fitch,"633 Lawrence Track
Davidshire, TN 88916",2.891582343,f,13.0, Not-in-family,-0.501042619,139.8828125,47.66945493,0.0,6.8825414160000005,0.017416161,"Tech-support|?
Divorced -- Private|White", Bachelors,163322.0,0.0,52.3831469, <=50K,15.7048495,30.0,0.0
683,Alex Nichols,"0417 Young Crescent
East Timothy, GA 87486",3.14661767,f,10.0, Not-in-family,10.66543747,50.0859375,46.4274507,0.0,9.575655105,3.151907528,"Exec-managerial|United-States
Divorced -- Private|White", Some-college,139647.0,1.0,40.40343955, >50K,16.43394649,40.0,0.0
684,Lawrence Friddle,"31765 Vicki Tunnel
North Tanya, SC 13437",7.0516392360000015,f,4.0, Not-in-family,-0.326222813,131.2265625,24.87028567,0.0,51.82979914,-0.032727669,"Other_service|United-States
Widowed -- Private|Black", 7th-8th,151793.0,0.0,50.01706191, <=50K,3.836956522,10.0,0.0
685,Leonard Mansfield,"4466 Thompson Bridge
East Melissa, LA 54394",0.887801435,f,14.0, Wife,-1.5981445859999999,129.8203125,42.22964277,0.0,0.744786776,-0.101174035,"Prof-specialty|United-States
Married-civ-spouse -- Local-gov|White", Masters,95855.0,0.0,85.32084974, >50K,107.0585284,60.0,0.0
686,Duane Gonzales,"38048 Stevens Junction
South Corey, MO 97735",8.257805811,FALSE,9.0, Husband,0.267981865,110.546875,18.81558007,0.0,80.2153715,0.21169224,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,68469.0,0.0,44.90490984, <=50K,3.099498328,40.0,0.0
687,Keith Braun,"61599 Yolanda Falls Suite 815
Rebeccashire, LA 97087",2.237568854,f,9.0, Unmarried,10.33615918,61.546875,57.33218925,0.0,4.322240734,3.0244887589999996,"Handlers-cleaners|United-States
Separated -- Private|Black", HS-grad,206833.0,1.0,38.90128922, <=50K,27.79347826,45.0,0.0
688,Robert James,"3118 Monica Summit
East Angela, OH 74551",9.348372273999999,f,13.0, Husband,-0.24420870600000005,122.65625,14.83162275,0.0,110.66868229999999,0.08964345,"Exec-managerial|United-States
Married-civ-spouse -- State-gov|White", Bachelors,276241.0,0.0,51.11421608, >50K,2.316053512,40.0,0.0
689,Richard Tarvis,"664 Christine Field
Lake Vincent, SC 92974",7.429394745,F,12.0, Husband,-0.05518776,126.1953125,24.32284513,0.0,55.15402791,0.004852044,"Craft-repair|United-States
Married-civ-spouse -- Private|White", Assoc-acdm,410034.0,0.0,47.45097118, <=50K,3.3352842810000003,45.0,0.0
690,Bruce Daniels,"0550 Edward Rue
Watsonton, KS 63725",0.001685044,f,9.0, Unmarried,10.73943582,38.578125,80.90212712,2977.0,-1.125589807,3.4257794980000003,"Adm-clerical|United-States
Never-married -- Private|Black", HS-grad,116055.0,1.0,49.80612559, <=50K,115.3687291,35.0,0.0
691,Leslie Pack,"77641 Brian Camp
South Amberville, IA 89230",11.59153431,f,16.0, Not-in-family,0.16875878100000002,132.578125,14.94454792,0.0,153.1106445,-0.145056198,"Prof-specialty|United-States
Never-married -- State-gov|White", Doctorate,424094.0,0.0,46.56641919, <=50K,1.7876254180000002,40.0,0.0
692,Rudolph Bourque,"9405 Long Turnpike
Danielland, MO 34367",0.25429755600000004,f,13.0, Husband,38.72489612,8.375,66.35820746,0.0,-1.026766473,6.143548189,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", Bachelors,98535.0,1.0,33.25187965, >50K,113.8687291,40.0,0.0
